iso_code,continent,location,date,new_deaths_per_million,new_deaths_per_million_uk,new_deaths_per_million_j,total_deaths_per_million,total_deaths_per_million_uk,total_deaths_per_million_j,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2022-03-08,1.202,3.123,1.975,213.082,2382.523,200.848,1190.117,427.907,914.963,53938,3459870,30691,29014,5495,31,32.286,134164.762,1125.087,213.082,1.202,1.252,GBR,Europe,United Kingdom,19360938,62407,46338.286,162505,213,104.571,283855.112,914.963,679.376,2382.523,3.123,1.533,JPN,Asia,Japan,5486083,53938,59262,25317,249,201.714,43522.795,470.144,200.848,1.975,1.6
AUS,Oceania,Australia,2022-03-09,0.969,1.803,1.69,214.051,2384.326,202.537,1408.977,505.13,1002.505,63672,3496205,36335,28488.714,5520,25,29.143,135573.739,1104.718,214.051,0.969,1.13,GBR,Europe,United Kingdom,19429316,68378,49672.857,162628,123,111.429,284857.618,1002.505,728.265,2384.326,1.803,1.634,JPN,Asia,Japan,5549755,63672,57991,25530,213,198.571,44027.925,460.061,202.537,1.69,1.575
AUS,Oceania,Australia,2022-03-10,1.163,2.082,1.491,215.215,2386.408,204.029,1228.817,484.432,1237.422,61063,3527894,31689,29421.571,5550,30,28,136802.556,1140.892,215.215,1.163,1.086,GBR,Europe,United Kingdom,19513717,84401,55204,162770,142,104,286095.04,1237.422,809.358,2386.408,2.082,1.525,JPN,Asia,Japan,5610818,61063,56676,25718,188,188.571,44512.357,449.628,204.029,1.491,1.496
AUS,Oceania,Australia,2022-03-11,0.814,1.671,1.658,216.029,2388.079,205.687,1360.195,442.774,1068.188,55812,3562971,35077,31187.429,5571,21,24.143,138162.751,1209.367,216.029,0.814,0.936,GBR,Europe,United Kingdom,19586575,72858,59211.429,162884,114,104.571,287163.228,1068.188,868.112,2388.079,1.671,1.533,JPN,Asia,Japan,5666630,55812,55567.857,25927,209,185,44955.131,440.837,205.687,1.658,1.468
AUS,Oceania,Australia,2022-03-14,0.969,1.994,0.92,217.735,2390.073,208.44,1116.905,256.714,2504.343,32359,3651709,28803,31790,5615,25,21.571,141603.78,1232.734,217.735,0.969,0.836,GBR,Europe,United Kingdom,19757389,170814,65551.143,163020,136,104,289667.57,2504.343,961.06,2390.073,1.994,1.525,JPN,Asia,Japan,5805074,32359,53275.571,26274,116,172.286,46053.45,422.652,208.44,0.92,1.367
AUS,Oceania,Australia,2022-03-15,0.892,3.255,1.491,218.627,2393.328,209.931,2105.962,402.179,1760.183,50695,3706018,54309,35164,5638,23,20.429,143709.742,1363.568,218.627,0.892,0.792,GBR,Europe,United Kingdom,19877446,120057,73786.857,163242,222,105.286,291427.753,1760.183,1081.806,2393.328,3.255,1.544,JPN,Asia,Japan,5855769,50695,52812.286,26462,188,163.571,46455.629,418.976,209.931,1.491,1.298
AUS,Oceania,Australia,2022-03-16,0.931,2.243,1.293,219.558,2395.571,211.224,2216.051,458.72,1371.939,57822,3763166,57148,38137.286,5662,24,20.286,145925.792,1478.865,219.558,0.931,0.787,GBR,Europe,United Kingdom,19971022,93576,77386.571,163395,153,109.571,292799.692,1371.939,1134.582,2395.571,2.243,1.606,JPN,Asia,Japan,5913591,57822,51976.571,26625,163,156.429,46914.349,412.346,211.224,1.293,1.241
AUS,Oceania,Australia,2022-03-17,1.125,2.023,1.357,220.682,2397.594,212.581,1906.53,424.258,1331.459,53478,3812332,49166,40634,5691,29,20.143,147832.322,1575.681,220.682,1.125,0.781,GBR,Europe,United Kingdom,20061837,90815,78302.857,163533,138,109,294131.152,1331.459,1148.016,2397.594,2.023,1.598,JPN,Asia,Japan,5967069,53478,50893,26796,171,154,47338.606,403.75,212.581,1.357,1.222
AUS,Oceania,Australia,2022-03-18,1.202,1.833,1.238,221.884,2399.427,213.819,1820.676,389.597,1355.416,49109,3859284,46952,42330.429,5722,31,21.571,149652.998,1641.464,221.884,1.202,0.836,GBR,Europe,United Kingdom,20154286,92449,81101.571,163658,125,110.571,295486.568,1355.416,1189.049,2399.427,1.833,1.621,JPN,Asia,Japan,6016178,49109,49935.429,26952,156,146.429,47728.203,396.153,213.819,1.238,1.162
AUS,Oceania,Australia,2022-03-21,1.047,2.463,0.46,223.474,2401.89,215.627,2057.645,218.69,3313.32,27566,3996431,53063,49246,5763,27,21.143,154971.203,1909.632,223.474,1.047,0.82,GBR,Europe,United Kingdom,20380278,225992,88984.143,163826,168,115.143,298799.888,3313.32,1304.617,2401.89,2.463,1.688,JPN,Asia,Japan,6127897,27566,46117.571,27180,58,129.429,48614.505,365.865,215.627,0.46,1.027
AUS,Oceania,Australia,2022-03-22,0.892,3.665,0.563,224.366,2405.556,216.191,2231.872,159.872,1394.253,20152,4053987,57556,49709.857,5786,23,21.143,157203.075,1927.619,224.366,0.892,0.82,GBR,Europe,United Kingdom,20475376,95098,85418.571,164076,250,119.143,300194.141,1394.253,1252.341,2405.556,3.665,1.747,JPN,Asia,Japan,6148049,20152,41754.286,27251,71,112.714,48774.377,331.25,216.191,0.563,0.894
AUS,Oceania,Australia,2022-03-23,1.202,2.874,0.968,225.568,2408.429,217.158,2315.166,324.694,1505.268,40928,4113691,59704,50075,5817,31,22.143,159518.24,1941.778,225.568,1.202,0.859,GBR,Europe,United Kingdom,20578046,102670,86717.714,164272,196,125.286,301699.409,1505.268,1271.388,2408.429,2.874,1.837,JPN,Asia,Japan,6188977,40928,39340.857,27373,122,106.857,49099.071,312.103,217.158,0.968,0.848
AUS,Oceania,Australia,2022-03-24,1.28,2.331,1,226.848,2410.76,218.158,2589.632,393.095,1481.488,49550,4180473,66782,52591.571,5850,33,22.714,162107.873,2039.364,226.848,1.28,0.881,GBR,Europe,United Kingdom,20679094,101048,88179.571,164431,159,128.286,303180.897,1481.488,1292.821,2410.76,2.331,1.881,JPN,Asia,Japan,6238527,49550,38779.714,27499,126,100.429,49492.167,307.651,218.158,1,0.797
AUS,Oceania,Australia,2022-03-25,0.969,2.522,0.912,227.817,2413.282,219.07,1860.85,375.777,1138.782,47367,4228461,47988,52739.571,5875,25,21.857,163968.723,2045.103,227.817,0.969,0.848,GBR,Europe,United Kingdom,20756767,77673,86068.714,164603,172,135,304319.678,1138.782,1261.873,2413.282,2.522,1.979,JPN,Asia,Japan,6285894,47367,38530.857,27614,115,94.571,49867.944,305.677,219.07,0.912,0.75
AUS,Oceania,Australia,2022-03-28,1.125,3.196,0.516,229.795,2416.478,220.871,2161.375,235.778,3147.458,29720,4381919,55738,55069.714,5926,29,23.286,169919.425,2135.46,229.795,1.125,0.903,GBR,Europe,United Kingdom,20971446,214679,84452.571,164821,218,142.143,307467.136,3147.458,1238.178,2416.478,3.196,2.084,JPN,Asia,Japan,6406058,29720,39737.286,27841,65,94.429,50821.242,315.248,220.871,0.516,0.749
AUS,Oceania,Australia,2022-03-29,1.28,4.457,0.643,231.075,2420.935,221.514,2540.812,351.961,1191.665,44365,4447442,65523,56207.857,5959,33,24.714,172460.236,2179.595,231.075,1.28,0.958,GBR,Europe,United Kingdom,21052726,81280,82478.571,165125,304,149.857,308658.801,1191.665,1209.237,2420.935,4.457,2.197,JPN,Asia,Japan,6450423,44365,43196.286,27922,81,95.857,51173.203,342.69,221.514,0.643,0.76
AUS,Oceania,Australia,2022-03-30,1.318,3.123,0.762,232.393,2424.058,222.275,2335.912,425.297,1299.688,53609,4507681,60239,56284.286,5993,34,25.143,174796.148,2182.558,232.393,1.318,0.975,GBR,Europe,United Kingdom,21141374,88648,80475.429,165338,213,152.286,309958.489,1299.688,1179.869,2424.058,3.123,2.233,JPN,Asia,Japan,6504032,53609,45007.857,28018,96,92.143,51598.5,357.061,222.275,0.762,0.731
AUS,Oceania,Australia,2022-03-31,0.582,2.815,0.809,232.975,2426.873,223.085,2535.46,408.986,1094.666,51553,4573066,65385,56084.714,6008,15,22.571,177331.608,2174.819,232.975,0.582,0.875,GBR,Europe,United Kingdom,21216038,74664,76706.286,165530,192,157,311053.155,1094.666,1124.608,2426.873,2.815,2.302,JPN,Asia,Japan,6555585,51553,45294,28120,102,88.714,52007.486,359.331,223.085,0.809,0.704
AUS,Oceania,Australia,2022-04-01,13.844,2.8,0.619,246.818,2429.673,223.703,2136.518,389.851,1021.726,49141,4628163,55097,57100.286,6365,357,70,179468.127,2214.201,246.818,13.844,2.714,GBR,Europe,United Kingdom,21285727,69689,75565.714,165721,191,159.714,312074.881,1021.726,1107.886,2429.673,2.8,2.342,JPN,Asia,Japan,6604726,49141,45547.429,28198,78,83.429,52397.337,361.342,223.703,0.619,0.662
AUS,Oceania,Australia,2022-04-04,1.28,3.079,0.357,249.145,2432.752,224.767,2153.852,238.134,2096.409,30017,4772414,55544,55785,6425,33,71.286,185061.806,2163.197,249.145,1.28,2.764,GBR,Europe,United Kingdom,21428717,142990,65324.429,165931,210,158.571,314171.29,2096.409,957.736,2432.752,3.079,2.325,JPN,Asia,Japan,6730654,30017,46370.857,28332,45,70.143,53396.363,367.874,224.767,0.357,0.556
AUS,Oceania,Australia,2022-04-05,1.435,5.469,0.508,250.58,2438.221,225.274,2939.211,361.616,747.737,45582,4848211,75797,57252.714,6462,37,71.857,188001.016,2220.111,250.58,1.435,2.786,GBR,Europe,United Kingdom,21479718,51001,60998.857,166304,373,168.429,314919.027,747.737,894.318,2438.221,5.469,2.469,JPN,Asia,Japan,6776236,45582,46544.714,28396,64,67.714,53757.979,369.254,225.274,0.508,0.537
AUS,Oceania,Australia,2022-04-07,1.202,4.662,0.547,253.061,2486.09,226.345,2345.296,435.372,691.775,54879,4971300,60481,56890.571,6526,31,74,192774.087,2206.068,253.061,1.202,2.87,GBR,Europe,United Kingdom,21578364,47184,51760.857,169569,318,156,316365.299,691.775,758.878,2486.09,4.662,2.287,JPN,Asia,Japan,6885876,54879,47184.429,28531,69,58.714,54627.787,374.329,226.345,0.547,0.466
AUS,Oceania,Australia,2022-04-08,0.931,5.087,0.547,253.992,2491.177,226.893,1912.385,411.295,607.986,51844,5020617,49317,56064.857,6550,24,26.429,194686.473,2174.049,253.992,0.931,1.025,GBR,Europe,United Kingdom,21619833,41469,47729.429,169916,347,178.286,316973.285,607.986,699.772,2491.177,5.087,2.614,JPN,Asia,Japan,6937720,51844,47570.571,28600,69,57.429,55039.081,377.392,226.893,0.547,0.456
AUS,Oceania,Australia,2022-04-11,1.551,5.102,0.27,256.28,2496.279,227.861,1794.114,262.561,1338.702,33096,5154633,46267,54602.714,6609,40,26.286,199883.265,2117.351,256.28,1.551,1.019,GBR,Europe,United Kingdom,21711142,91309,40346.429,170264,348,198,318311.987,1338.702,591.528,2496.279,5.102,2.903,JPN,Asia,Japan,7072493,33096,48834.143,28722,34,55.714,56108.277,387.416,227.861,0.27,0.442
AUS,Oceania,Australia,2022-04-12,1.512,4.222,0.373,257.792,2500.502,228.233,2055.861,394.127,565.293,49680,5207650,53017,51348.429,6648,39,26.571,201939.126,1991.159,257.792,1.512,1.03,GBR,Europe,United Kingdom,21749699,38557,38568.714,170552,288,185.857,318877.28,565.293,565.465,2500.502,4.222,2.725,JPN,Asia,Japan,7122173,49680,49419.571,28769,47,53.286,56502.404,392.061,228.233,0.373,0.423
AUS,Oceania,Australia,2022-04-13,1.745,9.647,0.532,259.537,2510.149,228.765,2121.473,457.482,548.418,57666,5262359,54709,50220,6693,45,28.286,204060.599,1947.401,259.537,1.745,1.097,GBR,Europe,United Kingdom,21787105,37406,36560.714,171210,658,279.857,319425.698,548.418,536.025,2510.149,9.647,4.103,JPN,Asia,Japan,7179839,57666,49834.571,28836,67,53.429,56959.886,395.353,228.765,0.532,0.424
AUS,Oceania,Australia,2022-04-14,1.318,5.131,0.413,260.856,2515.28,229.177,1803.11,437.927,480.097,55201,5308858,46499,48222.571,6727,34,28.714,205863.709,1869.946,260.856,1.318,1.113,GBR,Europe,United Kingdom,21819851,32746,34498.143,171560,350,284.429,319905.795,480.097,505.785,2515.28,5.131,4.17,JPN,Asia,Japan,7235040,55201,49880.571,28888,52,51,57397.813,395.718,229.177,0.413,0.405
AUS,Oceania,Australia,2022-04-19,1.59,7.081,0.413,265.431,2522.362,230.891,1961.361,323.885,1706.875,40826,5509592,50580,43134.571,6845,41,28.143,213647.652,1672.647,265.431,1.59,1.091,GBR,Europe,United Kingdom,21936272,116421,26653.286,172043,483,213,321612.669,1706.875,390.77,2522.362,7.081,3.123,JPN,Asia,Japan,7436434,40826,44894.429,29104,52,47.857,58995.534,356.161,230.891,0.413,0.38
AUS,Oceania,Australia,2022-04-20,1.784,7.448,0.389,267.215,2529.809,231.28,2090.141,379.442,396.865,47829,5563493,53901,43019.143,6891,46,28.286,215737.792,1668.171,267.215,1.784,1.097,GBR,Europe,United Kingdom,21963341,27069,25176.571,172551,508,191.571,322009.534,396.865,369.119,2529.809,7.448,2.809,JPN,Asia,Japan,7484263,47829,43489.143,29153,49,45.286,59374.976,345.013,231.28,0.389,0.359
AUS,Oceania,Australia,2022-04-21,1.861,9.486,0.413,269.076,2539.295,231.692,1932.976,373.294,287.316,47054,5613341,49848,43497.571,6939,48,30.286,217670.768,1686.723,269.076,1.861,1.174,GBR,Europe,United Kingdom,21982938,19597,23298.143,173198,647,234,322296.85,287.316,341.579,2539.295,9.486,3.431,JPN,Asia,Japan,7531317,47054,42325.286,29205,52,45.286,59748.27,335.78,231.692,0.413,0.359
AUS,Oceania,Australia,2022-04-22,1.512,4.692,0.405,270.589,2543.987,232.097,1442.868,340.323,348.805,42898,5650550,37209,43587.429,6978,39,31.857,219113.636,1690.207,270.589,1.512,1.235,GBR,Europe,United Kingdom,22006729,23791,26696.857,173518,320,279.714,322645.655,348.805,391.409,2543.987,4.692,4.101,JPN,Asia,Japan,7574215,42898,41354,29256,51,43.714,60088.593,328.074,232.097,0.405,0.347
AUS,Oceania,Australia,2022-04-25,1.784,4.999,0.309,273.458,2548.986,232.795,1453.377,196.453,660.899,24763,5756791,37480,42539.857,7052,46,35.429,223233.386,1649.585,273.458,1.784,1.374,GBR,Europe,United Kingdom,22051807,45078,33136.571,173859,341,328.429,323306.554,660.899,485.823,2548.986,4.999,4.815,JPN,Asia,Japan,7681363,24763,40822.143,29344,39,41.714,60938.631,323.855,232.795,0.309,0.331
AUS,Oceania,Australia,2022-04-26,2.327,6.627,0.516,275.785,2555.613,233.311,1547.567,320.76,245.986,40432,5796700,39909,41015.429,7112,60,38.143,224780.953,1590.472,275.785,2.327,1.479,GBR,Europe,United Kingdom,22068585,16778,18901.857,174311,452,324,323552.54,245.986,277.124,2555.613,6.627,4.75,JPN,Asia,Japan,7721795,40432,40765.857,29409,65,43.571,61259.391,323.408,233.311,0.516,0.346
AUS,Oceania,Australia,2022-04-27,2.016,4.457,0.476,277.801,2560.07,233.787,1972.839,366.535,257.51,46202,5847576,50876,40583.286,7164,52,39,226753.792,1573.714,277.801,2.016,1.512,GBR,Europe,United Kingdom,22086149,17564,17544,174615,304,294.857,323810.05,257.51,257.217,2560.07,4.457,4.323,JPN,Asia,Japan,7767997,46202,40533.429,29469,60,45.143,61625.926,321.564,233.787,0.476,0.358
AUS,Oceania,Australia,2022-04-28,0.892,3.636,0.309,278.693,2563.706,234.096,1620.12,330.589,206.225,41671,5889356,41780,39430.714,7187,23,35.429,228373.912,1529.021,278.693,0.892,1.374,GBR,Europe,United Kingdom,22100215,14066,16753.857,174863,248,237.857,324016.275,206.225,245.632,2563.706,3.636,3.487,JPN,Asia,Japan,7809668,41671,39764.429,29508,39,43.286,61956.515,315.464,234.096,0.309,0.343
AUS,Oceania,Australia,2022-04-29,1.9,3.196,0.357,280.593,2566.902,234.453,1480.211,290.407,182.913,36606,5927528,38172,39568.286,7236,49,36.857,229854.123,1534.355,280.593,1.9,1.429,GBR,Europe,United Kingdom,22112691,12476,15137.429,175081,218,223.286,324199.188,182.913,221.933,2566.902,3.196,3.274,JPN,Asia,Japan,7846274,36606,38865.571,29553,45,42.429,62246.921,308.333,234.453,0.357,0.337
AUS,Oceania,Australia,2022-05-02,2.559,0,0.238,283.463,2566.902,235.072,1468.927,152.78,0.469,19258,6030240,37881,39064.143,7310,66,37.714,233837.027,1514.806,283.463,2.559,1.462,GBR,Europe,United Kingdom,22112723,32,8702.286,175081,0,174.571,324199.658,0.469,127.586,2566.902,0,2.559,JPN,Asia,Japan,7917391,19258,33718.286,29631,30,41,62811.115,267.498,235.072,0.238,0.325
AUS,Oceania,Australia,2022-05-03,1.745,5.967,0.436,285.208,2572.869,235.508,1641.215,241.387,520.737,30427,6072564,42324,39409.143,7355,45,35.571,235478.242,1528.184,285.208,1.745,1.379,GBR,Europe,United Kingdom,22148241,35518,11379.429,175488,407,168.143,324720.395,520.737,166.836,2572.869,5.967,2.465,JPN,Asia,Japan,7947818,30427,32289,29686,55,39.571,63052.501,256.159,235.508,0.436,0.314
AUS,Oceania,Australia,2022-05-04,2.637,3.357,0.159,287.845,2576.227,235.667,2259.094,209.55,248.127,26414,6130822,58258,40463.714,7423,68,37.857,237737.336,1569.078,287.845,2.637,1.468,GBR,Europe,United Kingdom,22165165,16924,11288,175717,229,157.429,324968.522,248.127,165.496,2576.227,3.357,2.308,JPN,Asia,Japan,7974232,26414,29462.143,29706,20,33.857,63262.052,233.732,235.667,0.159,0.269
AUS,Oceania,Australia,2022-05-05,1.163,6.422,0.143,289.008,2582.648,235.81,1582.544,164.315,182.679,20712,6171633,40811,40325.286,7453,30,38.857,239319.88,1563.71,289.008,1.163,1.507,GBR,Europe,United Kingdom,22177625,12460,11058.571,176155,438,184.571,325151.201,182.679,162.132,2582.648,6.422,2.706,JPN,Asia,Japan,7994944,20712,26468,29724,18,30.857,63426.367,209.979,235.81,0.143,0.245
AUS,Oceania,Australia,2022-05-06,1.629,3.357,0.294,290.637,2586.006,236.103,1397.344,170.891,165.291,21541,6207668,36035,40020,7495,42,37.857,240717.224,1551.872,290.637,1.629,1.468,GBR,Europe,United Kingdom,22188899,11274,10886.857,176384,229,186.143,325316.491,165.291,159.615,2586.006,3.357,2.729,JPN,Asia,Japan,8016485,21541,24315.857,29761,37,29.714,63597.258,192.905,236.103,0.294,0.236
AUS,Oceania,Australia,2022-05-09,1.667,3.108,0.262,293.118,2589.114,236.785,1862.595,224.933,384.901,28353,6334964,48033,43532,7559,43,35.571,245653.432,1688.058,293.118,1.667,1.379,GBR,Europe,United Kingdom,22215152,26253,14632.714,176596,212,216.429,325701.392,384.901,214.534,2589.114,3.108,3.173,JPN,Asia,Japan,8126472,28353,29868.714,29847,33,30.857,64469.819,236.958,236.785,0.262,0.245
AUS,Oceania,Australia,2022-05-10,2.21,4.164,0.405,295.329,2593.278,237.19,2212.406,333.12,152.667,41990,6392018,57054,45636.286,7616,57,37.286,247865.837,1769.656,295.329,2.21,1.446,GBR,Europe,United Kingdom,22225565,10413,11046.286,176880,284,198.857,325854.06,152.667,161.952,2593.278,4.164,2.915,JPN,Asia,Japan,8168462,41990,31520.571,29898,51,30.286,64802.939,250.062,237.19,0.405,0.24
