iso_code,continent,location,date,new_deaths_per_million,new_deaths_per_million_uk,new_deaths_per_million_j,total_deaths_per_million,total_deaths_per_million_uk,total_deaths_per_million_j,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2021-12-30,0.582,4.868,0,86.823,2177.691,145.886,1311.103,3.427,2771.881,432,395133,33811,16264.714,2239,15,8.143,15322.23,630.703,86.823,0.582,0.316,GBR,Europe,United Kingdom,12774047,189062,140179.143,148534,332,100.429,187283.206,2771.881,2055.198,2177.691,4.868,1.472,JPN,Asia,Japan,1731878,432,293.429,18389,0,1,13739.525,2.328,145.886,0,0.008
AUS,Oceania,Australia,2021-12-31,0.543,2.976,0,87.365,2180.667,145.886,1177.398,3.316,2795.06,418,425496,30363,19194.429,2253,14,9.286,16499.628,744.31,87.365,0.543,0.36,GBR,Europe,United Kingdom,12964690,190643,150023,148737,203,109.714,190078.267,2795.06,2199.521,2180.667,2.976,1.609,JPN,Asia,Japan,1732296,418,316,18389,0,1,13742.841,2.507,145.886,0,0.008
AUS,Oceania,Australia,2022-01-01,0.155,2.258,0,87.521,2182.925,145.886,1452.563,3.618,2393.841,456,462955,37459,23194.429,2257,4,9.571,17952.191,899.42,87.521,0.155,0.371,GBR,Europe,United Kingdom,13127967,163277,155882.429,148891,154,130.286,192472.108,2393.841,2285.428,2182.925,2.258,1.91,JPN,Asia,Japan,1732752,456,343.571,18389,0,0.857,13746.458,2.726,145.886,0,0.007
AUS,Oceania,Australia,2022-01-02,0.349,1.07,0.016,87.87,2183.995,145.901,1148.121,3.784,1986.802,477,492563,29608,26012.143,2266,9,10,19100.312,1008.683,87.87,0.349,0.388,GBR,Europe,United Kingdom,13263481,135514,158189.286,148964,73,140.286,194458.909,1986.802,2319.249,2183.995,1.07,2.057,JPN,Asia,Japan,1733229,477,379.571,18391,2,1.143,13750.242,3.011,145.901,0.016,0.009
AUS,Oceania,Australia,2022-01-03,0.155,0.616,0.008,88.025,2184.611,145.909,1735.095,5.331,2757.44,672,537308,44745,30719,2270,4,9.714,20835.407,1191.203,88.025,0.155,0.377,GBR,Europe,United Kingdom,13451558,188077,169661.571,149006,42,125.857,197216.349,2757.44,2487.447,2184.611,0.616,1.845,JPN,Asia,Japan,1733901,672,452.286,18392,1,1.286,13755.574,3.588,145.909,0.008,0.01
AUS,Oceania,Australia,2022-01-04,0.776,0.718,0.008,88.8,2185.329,145.917,2772.39,9.115,3215.061,1149,608803,71495,38407.143,2290,20,11.429,23607.797,1489.329,88.8,0.776,0.443,GBR,Europe,United Kingdom,13670848,219290,181253.571,149055,49,130.143,200431.41,3215.061,2657.4,2185.329,0.718,1.908,JPN,Asia,Japan,1735050,1149,571.714,18393,1,1.143,13764.689,4.536,145.917,0.008,0.009
AUS,Oceania,Australia,2022-01-05,0.465,5.029,0.008,89.266,2190.358,145.925,2924.824,19.754,2851.521,2490,684229,75426,46129.571,2302,12,11.143,26532.621,1788.785,89.266,0.465,0.432,GBR,Europe,United Kingdom,13865342,194494,182908.143,149398,343,170.857,203282.93,2851.521,2681.658,2190.358,5.029,2.505,JPN,Asia,Japan,1737540,2490,870.571,18394,1,0.714,13784.443,6.907,145.925,0.008,0.006
AUS,Oceania,Australia,2022-01-06,0.737,3.401,0.008,90.002,2193.759,145.933,3033.517,34.089,2646.586,4297,762458,78229,52475,2321,19,11.714,29566.139,2034.844,90.002,0.737,0.454,GBR,Europe,United Kingdom,14045858,180516,181687.286,149630,232,156.571,205929.516,2646.586,2663.759,2193.759,3.401,2.296,JPN,Asia,Japan,1741837,4297,1422.714,18395,1,0.857,13818.532,11.287,145.933,0.008,0.007
AUS,Oceania,Australia,2022-01-07,0.62,3.357,0.008,90.623,2197.117,145.941,3803.753,48.155,2625.005,6070,860550,98092,62150.571,2337,16,12,33369.891,2410.038,90.623,0.62,0.465,GBR,Europe,United Kingdom,14224902,179044,180030.286,149859,229,160.286,208554.521,2625.005,2639.465,2197.117,3.357,2.35,JPN,Asia,Japan,1747907,6070,2230.143,18396,1,1,13866.688,17.692,145.941,0.008,0.008
AUS,Oceania,Australia,2022-01-08,1.125,4.618,0.016,91.747,2201.735,145.957,4339.462,65.862,2072.438,8302,972457,111907,72786,2366,29,15.571,37709.354,2822.452,91.747,1.125,0.604,GBR,Europe,United Kingdom,14366257,141355,176898.571,150174,315,183.286,210626.959,2072.438,2593.55,2201.735,4.618,2.687,JPN,Asia,Japan,1756209,8302,3351,18398,2,1.286,13932.55,26.585,145.957,0.016,0.01
AUS,Oceania,Australia,2022-01-09,0.814,1.437,0.008,92.562,2203.172,145.965,2824.313,64.03,2081.381,8071,1045291,72834,78961.143,2387,21,17.286,40533.667,3061.908,92.562,0.814,0.67,GBR,Europe,United Kingdom,14508222,141965,177820.143,150272,98,186.857,212708.34,2081.381,2607.062,2203.172,1.437,2.74,JPN,Asia,Japan,1764280,8071,4435.857,18399,1,1.143,13996.58,35.191,145.965,0.008,0.009
AUS,Oceania,Australia,2022-01-10,1.086,1.114,0.016,93.647,2204.286,145.981,3637.553,49.702,2092.172,6265,1139097,93806,85969.857,2415,28,20.714,44171.22,3333.688,93.647,1.086,0.803,GBR,Europe,United Kingdom,14650923,142701,171337.857,150348,76,191.714,214800.512,2092.172,2512.023,2204.286,1.114,2.811,JPN,Asia,Japan,1770545,6265,5234.857,18401,2,1.286,14046.282,41.53,145.981,0.016,0.01
AUS,Oceania,Australia,2022-01-11,1.939,5.557,0.016,95.586,2209.843,145.997,3273.123,49.464,1698.269,6235,1223505,84408,87814.571,2465,50,25,47444.343,3405.221,95.586,1.939,0.969,GBR,Europe,United Kingdom,14766757,115834,156558.429,150727,379,238.857,216498.78,1698.269,2295.339,2209.843,5.557,3.502,JPN,Asia,Japan,1776780,6235,5961.429,18403,2,1.429,14095.746,47.294,145.997,0.016,0.011
AUS,Oceania,Australia,2022-01-12,2.21,5.864,0.04,97.797,2215.707,146.036,6796.554,103.482,1907.264,13044,1398776,175271,102078.143,2522,57,31.429,54240.896,3958.325,97.797,2.21,1.219,GBR,Europe,United Kingdom,14896846,130089,147357.714,151127,400,247,218406.045,1907.264,2160.445,2215.707,5.864,3.621,JPN,Asia,Japan,1789824,13044,7469.143,18408,5,2,14199.228,59.255,146.036,0.04,0.016
AUS,Oceania,Australia,2022-01-13,1.939,4.912,0.032,99.735,2220.619,146.068,4970.681,148.17,1555.483,18677,1526961,128185,109214.714,2572,50,35.857,59211.577,4235.063,99.735,1.939,1.39,GBR,Europe,United Kingdom,15002941,106095,136726.143,151462,335,261.714,219961.528,1555.483,2004.573,2220.619,4.912,3.837,JPN,Asia,Japan,1808501,18677,9523.429,18412,4,2.429,14347.398,75.552,146.068,0.032,0.019
AUS,Oceania,Australia,2022-01-14,1.9,3.988,0.087,101.636,2224.607,146.155,3346.024,173.581,1451.593,21880,1613249,86288,107528.429,2621,49,40.571,62557.601,4169.673,101.636,1.9,1.573,GBR,Europe,United Kingdom,15101950,99009,125292.571,151734,272,267.857,221413.121,1451.593,1836.943,2224.607,3.988,3.927,JPN,Asia,Japan,1830381,21880,11782,18423,11,3.857,14520.979,93.47,146.155,0.087,0.031
AUS,Oceania,Australia,2022-01-15,2.016,4.208,0.048,103.652,2228.814,146.203,4376.689,203.259,1189.055,25621,1726116,112867,107665.571,2673,52,43.857,66934.29,4174.991,103.652,2.016,1.701,GBR,Europe,United Kingdom,15183052,81102,116685,152021,287,263.857,222602.176,1189.055,1710.745,2228.814,4.208,3.868,JPN,Asia,Japan,1856002,25621,14256.143,18429,6,4.429,14724.239,113.098,146.203,0.048,0.035
AUS,Oceania,Australia,2022-01-16,0.737,1.29,0,104.389,2230.105,146.203,2322.417,202.133,1033.719,25479,1786007,59891,105816.571,2692,19,43.571,69256.707,4103.291,104.389,0.737,1.69,GBR,Europe,United Kingdom,15253559,70507,106476.714,152109,88,262.429,223635.895,1033.719,1561.079,2230.105,1.29,3.848,JPN,Asia,Japan,1881481,25479,16743,18429,0,4.286,14926.371,132.827,146.203,0,0.034
AUS,Oceania,Australia,2022-01-17,3.141,1.29,0.032,107.53,2231.395,146.235,3271.068,165.195,1296.492,20823,1870362,84355,104466.429,2773,81,51.143,72527.775,4050.936,107.53,3.141,1.983,GBR,Europe,United Kingdom,15341989,88430,98723.714,152197,88,264.143,224932.388,1296.492,1447.411,2231.395,1.29,3.873,JPN,Asia,Japan,1902304,20823,18822.714,18433,4,4.571,15091.567,149.326,146.235,0.032,0.036
AUS,Oceania,Australia,2022-01-18,2.714,6.422,0.079,110.244,2237.816,146.314,3281.15,254.556,1380.472,32087,1954977,84615,104496,2843,70,54,75808.925,4052.083,110.244,2.714,2.094,GBR,Europe,United Kingdom,15436147,94158,95627.143,152635,438,272.571,226312.859,1380.472,1402.011,2237.816,6.422,3.996,JPN,Asia,Japan,1934391,32087,22515.857,18443,10,5.714,15346.123,178.625,146.314,0.079,0.045
AUS,Oceania,Australia,2022-01-19,1.823,5.263,0.119,112.067,2243.08,146.433,2621.507,328.201,1581.052,41370,2022581,67604,89115,2890,47,52.571,78430.432,3455.648,112.067,1.823,2.039,GBR,Europe,United Kingdom,15543986,107839,92448.571,152994,359,266.714,227893.911,1581.052,1355.41,2243.08,5.263,3.91,JPN,Asia,Japan,1975761,41370,26562.429,18458,15,7.143,15674.324,210.728,146.433,0.119,0.057
AUS,Oceania,Australia,2022-01-20,3.412,4.868,0.071,115.479,2247.947,146.504,2479.466,364.908,1567.315,45997,2086522,63941,79937.286,2978,88,58,80909.898,3099.76,115.479,3.412,2.249,GBR,Europe,United Kingdom,15650888,106902,92563.857,153326,332,266.286,229461.226,1567.315,1357.1,2247.947,4.868,3.904,JPN,Asia,Japan,2021758,45997,30465.286,18467,9,7.857,16039.232,241.691,146.504,0.071,0.062
AUS,Oceania,Australia,2022-01-21,2.521,4.222,0.071,118,2252.17,146.576,1673.865,394.389,1409.31,49713,2129688,43166,73777,3043,65,60.286,82583.763,2860.88,118,2.521,2.338,GBR,Europe,United Kingdom,15747013,96125,92151.857,153614,288,268.571,230870.536,1409.31,1351.059,2252.17,4.222,3.938,JPN,Asia,Japan,2071471,49713,34441.429,18476,9,7.571,16433.621,273.235,146.576,0.071,0.06
AUS,Oceania,Australia,2022-01-22,3.025,4.354,0.135,121.024,2256.524,146.711,2605.143,431.659,1110.368,54411,2196870,67182,67250.571,3121,78,64,85188.906,2607.802,121.024,3.025,2.482,GBR,Europe,United Kingdom,15822748,75735,91385.143,153911,297,270,231980.905,1110.368,1339.818,2256.524,4.354,3.959,JPN,Asia,Japan,2125882,54411,38554.286,18493,17,9.143,16865.28,305.863,146.711,0.135,0.073
AUS,Oceania,Australia,2022-01-23,1.047,1.129,0.111,122.071,2257.653,146.822,1249.951,395.372,1101.469,49837,2229104,32234,63299.571,3148,27,65.143,86438.857,2454.593,122.071,1.047,2.526,GBR,Europe,United Kingdom,15897876,75128,92045.286,153988,77,268.429,233082.373,1101.469,1349.497,2257.653,1.129,3.935,JPN,Asia,Japan,2175719,49837,42034,18507,14,11.143,17260.653,333.469,146.822,0.111,0.088
AUS,Oceania,Australia,2022-01-24,3.18,0.792,0.135,125.251,2258.445,146.957,2249.942,354.325,1387.48,44663,2287126,58022,59537.714,3230,82,65.286,88688.799,2308.718,125.251,3.18,2.532,GBR,Europe,United Kingdom,15992512,94636,92931.857,154042,54,263.571,234469.853,1387.48,1362.495,2258.445,0.792,3.864,JPN,Asia,Japan,2220382,44663,45439.714,18524,17,13,17614.978,360.487,146.957,0.135,0.103
AUS,Oceania,Australia,2022-01-25,2.676,6.451,0.341,127.927,2264.896,147.298,2052.1,495.745,1383.389,62489,2340046,52920,55009.857,3299,69,65.143,90740.899,2133.139,127.927,2.676,2.526,GBR,Europe,United Kingdom,16086869,94357,92960.286,154482,440,263.857,235853.243,1383.389,1362.912,2264.896,6.451,3.868,JPN,Asia,Japan,2282871,62489,49782.857,18567,43,17.714,18110.723,394.943,147.298,0.341,0.141
AUS,Oceania,Australia,2022-01-26,3.529,5.073,0.27,131.455,2269.968,147.567,1978.268,567.129,1496.823,71487,2391062,51016,52640.143,3390,91,71.429,92719.167,2041.248,131.455,3.529,2.77,GBR,Europe,United Kingdom,16188963,102094,92139.571,154828,346,262,237350.066,1496.823,1350.879,2269.968,5.073,3.841,JPN,Asia,Japan,2354358,71487,54085.286,18601,34,20.429,18677.851,429.075,147.567,0.27,0.162
AUS,Oceania,Australia,2022-01-27,3.374,4.999,0.373,134.829,2274.968,147.94,2567.956,624.637,1416.553,78736,2457285,66223,52966.143,3477,87,71.286,95287.123,2053.889,134.829,3.374,2.764,GBR,Europe,United Kingdom,16285582,96619,90670.571,155169,341,263.286,238766.619,1416.553,1329.342,2274.968,4.999,3.86,JPN,Asia,Japan,2433094,78736,58762.286,18648,47,25.857,19302.488,466.179,147.94,0.373,0.205
AUS,Oceania,Australia,2022-01-28,6.01,4.061,0.349,140.84,2279.029,148.289,2558.533,648.231,1303.882,81710,2523265,65980,56225.286,3632,155,84.143,97845.656,2180.27,140.84,6.01,3.263,GBR,Europe,United Kingdom,16374516,88934,89643.286,155446,277,261.714,240070.501,1303.882,1314.281,2279.029,4.061,3.837,JPN,Asia,Japan,2514804,81710,63333.286,18692,44,30.857,19950.719,502.443,148.289,0.349,0.245
AUS,Oceania,Australia,2022-01-29,3.335,4.34,0.333,144.174,2283.369,148.623,1832.542,672.705,1063.775,84795,2570523,47258,53379,3718,86,85.286,99678.198,2069.899,144.174,3.335,3.307,GBR,Europe,United Kingdom,16447073,72557,89189.286,155742,296,261.571,241134.275,1063.775,1307.624,2283.369,4.34,3.835,JPN,Asia,Japan,2599599,84795,67673.857,18734,42,34.429,20623.424,536.878,148.623,0.333,0.273
AUS,Oceania,Australia,2022-01-30,1.629,1.261,0.238,145.803,2284.63,148.861,1423.867,618.822,921.018,78003,2607242,36719,54019.714,3760,42,87.429,101102.065,2094.744,145.803,1.629,3.39,GBR,Europe,United Kingdom,16509893,62820,87431,155828,86,262.857,242055.294,921.018,1281.846,2284.63,1.261,3.854,JPN,Asia,Japan,2677602,78003,71697.571,18764,30,36.714,21242.246,568.799,148.861,0.238,0.291
AUS,Oceania,Australia,2022-02-02,3.18,7.844,0.651,154.605,2309.73,150.447,939.499,751.848,1280.424,94771,2644760,24228,40079.143,3987,82,85.286,102556.916,1554.165,154.605,3.18,3.307,GBR,Europe,United Kingdom,17557729,87334,74440.429,157540,535,227.286,257417.855,1280.424,1091.388,2309.73,7.844,3.332,JPN,Asia,Japan,2914824,94771,80066.571,18964,82,51.857,23124.201,635.193,150.447,0.651,0.411
AUS,Oceania,Australia,2022-02-03,3.335,4.736,0.714,157.94,2314.465,151.161,1247.818,827.801,1365.517,104345,2676939,32179,35215.714,4073,86,85.143,103804.734,1365.574,157.94,3.335,3.302,GBR,Europe,United Kingdom,17650867,93138,73943.143,157863,323,224.714,258783.373,1365.517,1084.097,2314.465,4.736,3.295,JPN,Asia,Japan,3019169,104345,83725,19054,90,58,23952.003,664.216,151.161,0.714,0.46
AUS,Oceania,Australia,2022-02-04,3.141,3.739,0.817,161.081,2318.204,151.978,1060.019,778.869,1209.405,98177,2704275,27336,29695.143,4154,81,74.571,104864.753,1151.5,161.081,3.141,2.892,GBR,Europe,United Kingdom,17733357,82490,73022.571,158118,255,221.571,259992.777,1209.405,1070.601,2318.204,3.739,3.249,JPN,Asia,Japan,3117346,98177,86077.429,19157,103,66.429,24730.871,682.879,151.978,0.817,0.527
AUS,Oceania,Australia,2022-02-05,1.784,3.812,0.92,162.865,2322.016,152.899,891.299,811.379,886.814,102275,2727260,22985,26227.571,4200,46,68.857,105756.051,1017.037,162.865,1.784,2.67,GBR,Europe,United Kingdom,17793844,60487,71298.286,158378,260,216.429,260879.591,886.814,1045.32,2322.016,3.812,3.173,JPN,Asia,Japan,3219621,102275,88574.571,19273,116,77,25542.25,702.69,152.899,0.92,0.611
AUS,Oceania,Australia,2022-02-06,1.861,1.1,0.539,164.726,2323.115,153.438,979.013,712.554,786.164,89818,2752507,25247,24588.714,4248,48,69.714,106735.064,953.486,164.726,1.861,2.703,GBR,Europe,United Kingdom,17847466,53622,69984.286,158453,75,214.857,261665.755,786.164,1026.056,2323.115,1.1,3.15,JPN,Asia,Japan,3309439,89818,90262.429,19341,68,82.429,26254.804,716.08,153.438,0.539,0.654
AUS,Oceania,Australia,2022-02-07,2.094,0.66,0.896,166.82,2323.775,154.335,1061.454,538.981,932.85,67939,2779880,27373,28499.143,4302,54,66.714,107796.518,1105.123,166.82,2.094,2.587,GBR,Europe,United Kingdom,17911093,63627,79073.857,158498,45,213.286,262598.605,932.85,1159.32,2323.775,0.66,3.127,JPN,Asia,Japan,3377378,67939,91274,19454,113,91.714,26793.786,724.105,154.335,0.896,0.728
AUS,Oceania,Australia,2022-02-08,2.753,4.604,1.261,169.574,2328.379,155.596,1221.876,801.931,975.089,101084,2811390,31510,27265.429,4373,71,66.857,109018.394,1057.282,169.574,2.753,2.593,GBR,Europe,United Kingdom,17977601,66508,72458,158812,314,258.143,263573.694,975.089,1062.323,2328.379,4.604,3.785,JPN,Asia,Japan,3478462,101084,94058.429,19613,159,104.429,27595.716,746.195,155.596,1.261,0.828
AUS,Oceania,Australia,2022-02-09,1.9,4.046,1.285,171.474,2332.425,156.881,445.281,775.87,993.782,97799,2822873,11483,25444.714,4422,49,62.143,109463.675,986.68,171.474,1.9,2.41,GBR,Europe,United Kingdom,18045384,67783,69665,159088,276,221.143,264567.476,993.782,1021.374,2332.425,4.046,3.242,JPN,Asia,Japan,3576261,97799,94491,19775,162,115.857,28371.586,749.626,156.881,1.285,0.919
AUS,Oceania,Australia,2022-02-10,2.21,3.035,1.301,173.684,2335.46,158.182,1211.794,790.189,2381.951,99604,2854123,31250,25312,4479,57,58,110675.469,981.534,173.684,2.21,2.249,GBR,Europe,United Kingdom,18207850,162466,79569,159295,207,204.571,266949.427,2381.951,1166.579,2335.46,3.035,2.999,JPN,Asia,Japan,3675865,99604,93813.714,19939,164,126.429,29161.775,744.253,158.182,1.301,1.003
AUS,Oceania,Australia,2022-02-11,2.482,2.83,1.19,176.166,2338.29,159.372,874.973,779.836,860.482,98299,2876687,22564,24630.286,4543,64,55.571,111550.442,955.098,176.166,2.482,2.155,GBR,Europe,United Kingdom,18266541,58691,76169.143,159488,193,195.714,267809.909,860.482,1116.733,2338.29,2.83,2.869,JPN,Asia,Japan,3774164,98299,93831.143,20089,150,133.143,29941.612,744.392,159.372,1.19,1.056
AUS,Oceania,Australia,2022-02-12,1.939,2.448,1.15,178.105,2340.738,160.523,992.973,542.535,672.54,68387,2902294,25607,25004.857,4593,50,56.143,112543.415,969.623,178.105,1.939,2.177,GBR,Europe,United Kingdom,18312413,45872,74081.286,159655,167,182.429,268482.449,672.54,1086.123,2340.738,2.448,2.675,JPN,Asia,Japan,3842551,68387,88990,20234,145,137.286,30484.147,705.985,160.523,1.15,1.089
AUS,Oceania,Australia,2022-02-13,0.427,0.762,1.087,178.531,2341.501,161.609,476.535,613.88,603.793,77380,2914583,12289,23153.714,4604,11,50.857,113019.95,897.841,178.531,0.427,1.972,GBR,Europe,United Kingdom,18353596,41183,72304.286,159707,52,179.143,269086.242,603.793,1060.07,2341.501,0.762,2.626,JPN,Asia,Japan,3919931,77380,87213.143,20371,137,147.143,31098.027,691.889,161.609,1.087,1.167
AUS,Oceania,Australia,2022-02-14,2.327,0.513,1.182,180.858,2342.014,162.792,1198.726,476.419,606.96,60053,2945496,30913,23659.429,4664,60,51.714,114218.676,917.451,180.858,2.327,2.005,GBR,Europe,United Kingdom,18394995,41399,69128.857,159742,35,177.714,269693.202,606.96,1013.514,2342.014,0.513,2.606,JPN,Asia,Japan,3979984,60053,86086.571,20520,149,152.286,31574.446,682.951,162.792,1.182,1.208
AUS,Oceania,Australia,2022-02-15,2.404,3.46,1.872,183.262,2345.474,164.664,945.936,667.651,677.114,84158,2969890,24394,22642.857,4726,62,50.429,115164.612,878.031,183.262,2.404,1.955,GBR,Europe,United Kingdom,18441179,46184,66225.429,159978,236,166.571,270370.317,677.114,970.946,2345.474,3.46,2.442,JPN,Asia,Japan,4064142,84158,83668.571,20756,236,163.286,32242.097,663.769,164.664,1.872,1.295
AUS,Oceania,Australia,2022-02-17,1.396,2.683,2.15,187.411,2351.074,168.638,881.372,754.577,758.352,95115,2990045,22729,19785.143,4833,36,50.571,115946.17,767.216,187.411,1.396,1.961,GBR,Europe,United Kingdom,18546995,51725,48449.286,160360,183,152.143,271921.709,758.352,710.326,2351.074,2.683,2.231,JPN,Asia,Japan,4250142,95115,82039.571,21257,271,188.286,33717.693,650.845,168.638,2.15,1.494
AUS,Oceania,Australia,2022-02-18,1.745,2.316,1.666,189.156,2353.391,170.304,900.295,695.259,696.13,87638,3013262,23217,19878.429,4878,45,47.857,116846.465,770.834,189.156,1.745,1.856,GBR,Europe,United Kingdom,18594476,47481,46847.857,160518,158,147.143,272617.839,696.13,686.847,2353.391,2.316,2.157,JPN,Asia,Japan,4337780,87638,80516.571,21467,210,196.857,34412.952,638.763,170.304,1.666,1.562
AUS,Oceania,Australia,2022-02-19,1.318,1.877,1.729,190.475,2355.268,172.034,673.796,646.358,574.984,81474,3030638,17376,18702.571,4912,34,45.571,117520.261,725.237,190.475,1.318,1.767,GBR,Europe,United Kingdom,18633694,39218,45897.286,160646,128,141.571,273192.823,574.984,672.911,2355.268,1.877,2.076,JPN,Asia,Japan,4419254,81474,82386.143,21685,218,207.286,35059.311,653.595,172.034,1.729,1.644
AUS,Oceania,Australia,2022-02-20,0.659,1.085,1.261,191.134,2356.352,173.295,706.485,567.184,454.645,71494,3048857,18219,19549.714,4929,17,46.429,118226.747,758.087,191.134,0.659,1.8,GBR,Europe,United Kingdom,18664704,31010,44444,160720,74,144.714,273647.467,454.645,651.604,2356.352,1.085,2.122,JPN,Asia,Japan,4490748,71494,81545.286,21844,159,210.429,35626.495,646.924,173.295,1.261,1.669
AUS,Oceania,Australia,2022-02-21,1.435,0.44,1.372,192.569,2356.792,174.668,975.756,411.81,564.809,51909,3074020,25163,18728.286,4966,37,43.143,119202.502,726.234,192.569,1.435,1.673,GBR,Europe,United Kingdom,18703228,38524,44033.286,160750,30,144,274212.276,564.809,645.582,2356.792,0.44,2.111,JPN,Asia,Japan,4542657,51909,80381.857,22017,173,213.857,36038.305,637.694,174.668,1.372,1.697
AUS,Oceania,Australia,2022-02-22,2.288,3.006,2.555,194.856,2359.798,177.222,978.315,550.945,606.286,69447,3099249,25229,18847.571,5025,59,42.714,120180.817,730.86,194.856,2.288,1.656,GBR,Europe,United Kingdom,18744581,41353,43343.143,160955,205,139.571,274818.562,606.286,635.464,2359.798,3.006,2.046,JPN,Asia,Japan,4612104,69447,78280.286,22339,322,226.143,36589.249,621.022,177.222,2.555,1.794
AUS,Oceania,Australia,2022-02-23,1.435,2.419,1.952,196.291,2362.217,179.174,963.696,637.061,584.074,80302,3124101,24852,22397.857,5062,37,37.857,121144.513,868.531,196.291,1.435,1.468,GBR,Europe,United Kingdom,18784419,39838,41307,161120,165,134.714,275402.636,584.074,605.611,2362.217,2.419,1.975,JPN,Asia,Japan,4692406,80302,76768.429,22585,246,228.429,37226.31,609.028,179.174,1.952,1.812
AUS,Oceania,Australia,2022-02-24,1.28,1.847,1.634,197.571,2364.064,180.808,1034.193,485.138,566.92,61152,3150771,26670,22960.857,5095,33,37.429,122178.707,890.362,197.571,1.28,1.451,GBR,Europe,United Kingdom,18823087,38668,39441.714,161246,126,126.571,275969.556,566.92,578.264,2364.064,1.847,1.856,JPN,Asia,Japan,4753558,61152,71916.571,22791,206,219.143,37711.448,570.536,180.808,1.634,1.739
AUS,Oceania,Australia,2022-02-25,1.396,1.774,2.205,198.967,2365.838,183.014,767.909,520.37,467.473,65593,3170574,19803,22473.143,5131,36,36.143,122946.616,871.45,198.967,1.396,1.402,GBR,Europe,United Kingdom,18854972,31885,37213.714,161367,121,121.286,276437.03,467.473,545.599,2365.838,1.774,1.778,JPN,Asia,Japan,4819151,65593,68767.286,23069,278,228.857,38231.817,545.552,183.014,2.205,1.816
AUS,Oceania,Australia,2022-02-28,1.512,2.009,1.571,202.03,2367.847,187.758,985.644,404.726,1203.877,51016,3235017,25418,22999.571,5210,39,34.857,125445.547,891.864,202.03,1.512,1.352,GBR,Europe,United Kingdom,18937085,82113,33408.143,161504,137,107.714,277640.907,1203.877,489.804,2367.847,2.009,1.579,JPN,Asia,Japan,5005881,51016,66174.857,23667,198,235.714,39713.204,524.986,187.758,1.571,1.87
AUS,Oceania,Australia,2022-03-01,2.288,3.944,1.888,204.318,2371.791,189.646,843.602,518.585,1458.572,65368,3256772,21755,22503.286,5269,59,34.857,126289.15,872.619,204.318,2.288,1.352,GBR,Europe,United Kingdom,19036570,99485,41712.714,161773,269,116.857,279099.479,1458.572,611.56,2371.791,3.944,1.713,JPN,Asia,Japan,5071249,65368,65592.143,23905,238,223.714,40231.789,520.363,189.646,1.888,1.775
AUS,Oceania,Australia,2022-03-02,1.823,1.1,1.864,206.141,2372.89,191.51,1551.561,575.712,660.283,72569,3296784,40012,24669,5316,47,36.286,127840.711,956.6,206.141,1.823,1.407,GBR,Europe,United Kingdom,19081606,45036,42455.286,161848,75,104,279759.762,660.283,622.447,2372.89,1.1,1.525,JPN,Asia,Japan,5143818,72569,64487.429,24140,235,222.143,40807.501,511.599,191.51,1.864,1.762
AUS,Oceania,Australia,2022-03-03,1.474,2.844,2.047,207.614,2375.735,193.557,975.601,557.458,669.769,70268,3321943,25159,24453.143,5354,38,37,128816.312,948.229,207.614,1.474,1.435,GBR,Europe,United Kingdom,19127289,45683,43457.429,162042,194,113.714,280429.531,669.769,637.139,2375.735,2.844,1.667,JPN,Asia,Japan,5214086,70268,65789.714,24398,258,229.571,41364.959,521.93,193.557,2.047,1.821
AUS,Oceania,Australia,2022-03-04,1.861,1.613,1.856,209.476,2377.347,195.413,880.867,504.313,656.911,63569,3344659,22716,24869.286,5402,48,38.714,129697.179,964.366,209.476,1.861,1.501,GBR,Europe,United Kingdom,19172095,44806,45303.286,162152,110,112.143,281086.442,656.911,664.202,2377.347,1.613,1.644,JPN,Asia,Japan,5277655,63569,65500.571,24632,234,223.286,41869.271,519.636,195.413,1.856,1.771
AUS,Oceania,Australia,2022-03-07,1.512,2.053,0.952,211.88,2379.4,198.872,1743.509,293.548,1853.707,37002,3429179,44962,27737.429,5464,39,36.286,132974.645,1075.585,211.88,1.512,1.407,GBR,Europe,United Kingdom,19298531,126436,51635.143,162292,140,112.571,282940.149,1853.707,757.035,2379.4,2.053,1.65,JPN,Asia,Japan,5432145,37002,60894.857,25068,120,200.143,43094.889,483.098,198.872,0.952,1.588
