iso_code,continent,location,date,new_cases_per_million,new_cases_per_million_j,new_cases_per_million_uk,new_cases_j,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,iso_code_uk,continent_uk,location_uk,total_cases_uk,new_cases_uk,new_cases_smoothed_uk,total_deaths_uk,new_deaths_uk,new_deaths_smoothed_uk,total_cases_per_million_uk,new_cases_per_million_uk,new_cases_smoothed_per_million_uk,total_deaths_per_million_uk,new_deaths_per_million_uk,new_deaths_smoothed_per_million_uk,iso_code_j,continent_j,location_j,total_cases_j,new_cases_j,new_cases_smoothed_j,total_deaths_j,new_deaths_j,new_deaths_smoothed_j,total_cases_per_million_j,new_cases_smoothed_per_million_j,total_deaths_per_million_j,new_deaths_per_million_j,new_deaths_smoothed_per_million_j
AUS,Oceania,Australia,2020-05-28,0.582,0.476,25.423,60,7165,15,10,103,0,0.286,277.84,0.388,3.994,0,0.011,GBR,Europe,United Kingdom,253028,1734,1668.857,37002,343,270.143,3709.701,25.423,24.467,542.495,5.029,3.961,JPN,Asia,Japan,16588,60,32.286,884,14,8.286,131.598,0.256,7.013,0.111,0.066
AUS,Oceania,Australia,2020-05-29,0.737,0.579,22.065,73,7184,19,12.143,103,0,0.286,278.577,0.471,3.994,0,0.011,GBR,Europe,United Kingdom,254533,1505,1593.429,37276,274,267.571,3731.766,22.065,23.362,546.512,4.017,3.923,JPN,Asia,Japan,16661,73,39.429,890,6,7.714,132.177,0.313,7.061,0.048,0.061
AUS,Oceania,Australia,2020-05-30,0.31,0.357,16.113,45,7192,8,11.143,103,0,0.143,278.887,0.432,3.994,0,0.006,GBR,Europe,United Kingdom,255632,1099,1535.143,37430,154,258.143,3747.879,16.113,22.507,548.77,2.258,3.785,JPN,Asia,Japan,16706,45,42.286,895,5,7.143,132.534,0.335,7.1,0.04,0.057
AUS,Oceania,Australia,2020-05-31,0.388,0.278,15.673,35,7202,10,12.571,103,0,0.143,279.275,0.487,3.994,0,0.006,GBR,Europe,United Kingdom,256701,1069,1495.286,37490,60,212.571,3763.552,15.673,21.923,549.649,0.88,3.117,JPN,Asia,Japan,16741,35,41.429,898,3,6.571,132.812,0.329,7.124,0.024,0.052
AUS,Oceania,Australia,2020-06-01,0.737,0.294,21.024,37,7221,19,13.571,102,,,280.012,0.526,3.955,,,GBR,Europe,United Kingdom,258135,1434,1470.571,37576,86,210,3784.576,21.024,21.56,550.91,1.261,3.079,JPN,Asia,Japan,16778,37,43.714,900,2,6.143,133.105,0.347,7.14,0.016,0.049
AUS,Oceania,Australia,2020-06-02,0.31,0.405,21.508,51,7229,8,12.857,102,0,0,280.322,0.499,3.955,0,0,GBR,Europe,United Kingdom,259602,1467,1444.429,37825,249,226.857,3806.084,21.508,21.177,554.561,3.651,3.326,JPN,Asia,Japan,16829,51,46.714,903,3,5.714,133.51,0.371,7.164,0.024,0.045
AUS,Oceania,Australia,2020-06-03,0.427,0.23,19.675,29,7240,11,12.857,102,0,0,280.748,0.499,3.955,0,0,GBR,Europe,United Kingdom,260944,1342,1378.571,38079,254,202.857,3825.759,19.675,20.212,558.285,3.724,2.974,JPN,Asia,Japan,16858,29,47.143,908,5,5.429,133.74,0.374,7.203,0.04,0.043
AUS,Oceania,Australia,2020-06-04,0.271,0.349,18.092,44,7247,7,11.714,102,0,0,281.02,0.454,3.955,0,0,GBR,Europe,United Kingdom,262178,1234,1307.143,38210,131,172.571,3843.851,18.092,19.164,560.205,1.921,2.53,JPN,Asia,Japan,16902,44,44.857,913,5,4.143,134.089,0.356,7.243,0.04,0.033
AUS,Oceania,Australia,2020-06-05,0.194,0.373,16.215,47,7252,5,9.714,102,0,0,281.214,0.377,3.955,0,0,GBR,Europe,United Kingdom,263284,1106,1250.143,38468,258,170.286,3860.067,16.215,18.329,563.988,3.783,2.497,JPN,Asia,Japan,16949,47,41.143,917,4,3.857,134.462,0.326,7.275,0.032,0.031
AUS,Oceania,Australia,2020-06-06,0.271,0.365,11.597,46,7259,7,9.571,102,0,0,281.485,0.371,3.955,0,0,GBR,Europe,United Kingdom,264075,791,1206.143,38611,143,168.714,3871.664,11.597,17.684,566.085,2.097,2.474,JPN,Asia,Japan,16995,46,41.286,919,2,3.429,134.827,0.328,7.291,0.016,0.027
AUS,Oceania,Australia,2020-06-07,0.233,0.301,10.512,38,7265,6,9,102,0,0,281.718,0.349,3.955,0,0,GBR,Europe,United Kingdom,264792,717,1155.857,38665,54,167.857,3882.176,10.512,16.946,566.876,0.792,2.461,JPN,Asia,Japan,17033,38,41.714,919,0,3,135.128,0.331,7.291,0,0.024
AUS,Oceania,Australia,2020-06-08,0.078,0.167,15.951,21,7267,2,6.571,102,0,0,281.795,0.255,3.955,0,0,GBR,Europe,United Kingdom,265880,1088,1106.429,38712,47,162.286,3898.127,15.951,16.222,567.565,0.689,2.379,JPN,Asia,Japan,17054,21,39.429,922,3,3.143,135.295,0.313,7.315,0.024,0.025
AUS,Oceania,Australia,2020-06-09,0.271,0.357,16.904,45,7274,7,6.429,102,0,0,282.067,0.249,3.955,0,0,GBR,Europe,United Kingdom,267033,1153,1061.571,38907,195,154.571,3915.032,16.904,15.564,570.424,2.859,2.266,JPN,Asia,Japan,17099,45,38.571,923,1,2.857,135.652,0.306,7.322,0.008,0.023
AUS,Oceania,Australia,2020-06-10,0.427,0.286,17.359,36,7285,11,6.429,102,0,0,282.493,0.249,3.955,0,0,GBR,Europe,United Kingdom,268217,1184,1039,39071,164,141.714,3932.39,17.359,15.233,572.829,2.404,2.078,JPN,Asia,Japan,17135,36,39.571,925,2,2.429,135.937,0.314,7.338,0.016,0.019
AUS,Oceania,Australia,2020-06-11,0.155,0.349,14.676,44,7289,4,6,102,0,0,282.648,0.233,3.955,0,0,GBR,Europe,United Kingdom,269218,1001,1005.714,39147,76,133.857,3947.066,14.676,14.745,573.943,1.114,1.963,JPN,Asia,Japan,17179,44,39.571,925,0,1.714,136.286,0.314,7.338,0,0.014
AUS,Oceania,Australia,2020-06-12,0.194,0.484,15.438,61,7294,5,6,102,0,0,282.842,0.233,3.955,0,0,GBR,Europe,United Kingdom,270271,1053,998.143,39278,131,115.714,3962.505,15.438,14.634,575.864,1.921,1.697,JPN,Asia,Japan,17240,61,41.571,929,4,1.714,136.77,0.33,7.37,0.032,0.014
AUS,Oceania,Australia,2020-06-13,1.008,0.357,13.005,45,7320,26,8.714,102,0,0,283.851,0.338,3.955,0,0,GBR,Europe,United Kingdom,271158,887,1011.857,39385,107,110.571,3975.509,13.005,14.835,577.432,1.569,1.621,JPN,Asia,Japan,17285,45,41.429,931,2,1.714,137.127,0.329,7.386,0.016,0.014
AUS,Oceania,Australia,2020-06-14,0.582,0.595,11.832,75,7335,15,10,102,0,0,284.432,0.388,3.955,0,0,GBR,Europe,United Kingdom,271965,807,1024.714,39412,27,106.714,3987.341,11.832,15.024,577.828,0.396,1.565,JPN,Asia,Japan,17360,75,46.714,931,0,1.714,137.722,0.371,7.386,0,0.014
AUS,Oceania,Australia,2020-06-15,0.465,0.571,15.042,72,7347,12,11.429,102,0,0,284.898,0.443,3.955,0,0,GBR,Europe,United Kingdom,272991,1026,1015.857,39441,29,104.143,4002.383,15.042,14.894,578.253,0.425,1.527,JPN,Asia,Japan,17432,72,54,933,2,1.571,138.293,0.428,7.402,0.016,0.012
AUS,Oceania,Australia,2020-06-16,0.892,0.333,15.79,42,7370,23,13.714,102,0,0,285.789,0.532,3.955,0,0,GBR,Europe,United Kingdom,274068,1077,1005,39561,120,93.429,4018.173,15.79,14.735,580.013,1.759,1.37,JPN,Asia,Japan,17474,42,53.571,938,5,2.143,138.627,0.425,7.441,0.04,0.017
AUS,Oceania,Australia,2020-06-17,0.814,0.365,14.661,46,7391,21,15.143,102,0,0,286.604,0.587,3.955,0,0,GBR,Europe,United Kingdom,275068,1000,978.714,39671,110,85.714,4032.834,14.661,14.349,581.626,1.613,1.257,JPN,Asia,Japan,17520,46,55,939,1,2,138.992,0.436,7.449,0.008,0.016
AUS,Oceania,Australia,2020-06-18,0.698,0.547,14.954,69,7409,18,17.143,102,0,0,287.302,0.665,3.955,0,0,GBR,Europe,United Kingdom,276088,1020,981.429,39738,67,84.429,4047.789,14.954,14.389,582.608,0.982,1.238,JPN,Asia,Japan,17589,69,58.571,940,1,2.143,139.539,0.465,7.457,0.008,0.017
AUS,Oceania,Australia,2020-06-19,0.078,0.484,14.397,61,7411,2,16.714,102,0,0,287.379,0.648,3.955,0,0,GBR,Europe,United Kingdom,277070,982,971.286,39822,84,77.714,4062.186,14.397,14.24,583.839,1.232,1.139,JPN,Asia,Japan,17650,61,58.571,959,19,4.286,140.023,0.465,7.608,0.151,0.034
AUS,Oceania,Australia,2020-06-20,1.939,0.508,9.764,64,7461,50,20.143,102,0,0,289.318,0.781,3.955,0,0,GBR,Europe,United Kingdom,277736,666,939.714,39893,71,72.571,4071.951,9.764,13.777,584.88,1.041,1.064,JPN,Asia,Japan,17714,64,61.286,959,0,4,140.531,0.486,7.608,0,0.032
AUS,Oceania,Australia,2020-06-21,0.504,0.436,9.119,55,7474,13,19.857,102,0,0,289.822,0.77,3.955,0,0,GBR,Europe,United Kingdom,278358,622,913.286,39925,32,73.286,4081.07,9.119,13.39,585.349,0.469,1.074,JPN,Asia,Japan,17769,55,58.429,960,1,4.143,140.967,0.464,7.616,0.008,0.033
AUS,Oceania,Australia,2020-06-22,0.698,0.341,13.078,43,7492,18,20.714,102,0,0,290.52,0.803,3.955,0,0,GBR,Europe,United Kingdom,279250,892,894.143,39939,14,71.143,4094.148,13.078,13.109,585.555,0.205,1.043,JPN,Asia,Japan,17812,43,54.286,961,1,4,141.308,0.431,7.624,0.008,0.032
AUS,Oceania,Australia,2020-06-23,1.125,0.452,12.931,57,7521,29,21.571,103,1,0.143,291.645,0.836,3.994,0.039,0.006,GBR,Europe,United Kingdom,280132,882,866.286,40033,94,67.429,4107.079,12.931,12.701,586.933,1.378,0.989,JPN,Asia,Japan,17869,57,56.429,965,4,3.857,141.76,0.448,7.656,0.032,0.031
AUS,Oceania,Australia,2020-06-24,1.435,0.762,11.348,96,7558,37,23.857,104,1,0.286,293.08,0.925,4.033,0.039,0.011,GBR,Europe,United Kingdom,280906,774,834,40120,87,64.143,4118.427,11.348,12.227,588.208,1.276,0.94,JPN,Asia,Japan,17965,96,63.571,969,4,4.286,142.522,0.504,7.687,0.032,0.034
AUS,Oceania,Australia,2020-06-25,1.435,0.651,10.219,82,7595,37,26.571,104,0,0.286,294.514,1.03,4.033,0,0.011,GBR,Europe,United Kingdom,281603,697,787.857,40219,99,68.714,4128.646,10.219,11.551,589.66,1.451,1.007,JPN,Asia,Japan,18047,82,65.429,971,2,4.429,143.172,0.519,7.703,0.016,0.035
AUS,Oceania,Australia,2020-06-26,0.233,0.833,9.383,105,7601,6,27.143,104,0,0.286,294.747,1.053,4.033,0,0.011,GBR,Europe,United Kingdom,282243,640,739,40296,77,67.714,4138.029,9.383,10.835,590.789,1.129,0.993,JPN,Asia,Japan,18152,105,71.714,971,0,1.714,144.005,0.569,7.703,0,0.014
AUS,Oceania,Australia,2020-06-27,3.296,0.73,9.281,92,7686,85,32.143,104,0,0.286,298.043,1.246,4.033,0,0.011,GBR,Europe,United Kingdom,282876,633,734.286,40336,40,63.286,4147.309,9.281,10.766,591.375,0.586,0.928,JPN,Asia,Japan,18244,92,75.714,972,1,1.857,144.735,0.601,7.711,0.008,0.015
AUS,Oceania,Australia,2020-06-28,3.025,0.896,5.791,113,7764,78,41.429,104,0,0.286,301.068,1.606,4.033,0,0.011,GBR,Europe,United Kingdom,283271,395,701.857,40367,31,63.143,4153.101,5.791,10.29,591.83,0.454,0.926,JPN,Asia,Japan,18357,113,84,972,0,1.714,145.632,0.666,7.711,0,0.014
AUS,Oceania,Australia,2020-06-29,2.714,0.873,8.855,110,7834,70,48.857,104,0,0.286,303.782,1.895,4.033,0,0.011,GBR,Europe,United Kingdom,283875,604,660.714,40388,21,64.143,4161.956,8.855,9.687,592.138,0.308,0.94,JPN,Asia,Japan,18467,110,93.571,974,2,1.857,146.504,0.742,7.727,0.016,0.015
AUS,Oceania,Australia,2020-06-30,3.335,1.095,5.908,138,7920,86,57,104,0,0.143,307.117,2.21,4.033,0,0.006,GBR,Europe,United Kingdom,284278,403,592.286,40441,53,58.286,4167.864,5.908,8.684,592.915,0.777,0.855,JPN,Asia,Japan,18605,138,105.143,974,0,1.286,147.599,0.834,7.727,0,0.01
AUS,Oceania,Australia,2020-07-01,3.141,1.008,0.88,127,8001,81,63.286,104,0,0,310.258,2.454,4.033,0,0,GBR,Europe,United Kingdom,284338,60,490.286,40538,97,59.714,4168.744,0.88,7.188,594.337,1.422,0.875,JPN,Asia,Japan,18732,127,109.571,976,2,1,148.607,0.869,7.743,0.016,0.008
AUS,Oceania,Australia,2020-07-02,2.521,1.539,0.059,194,8066,65,67.286,104,0,0,312.779,2.609,4.033,0,0,GBR,Europe,United Kingdom,284342,4,391.286,40579,41,51.429,4168.803,0.059,5.737,594.938,0.601,0.754,JPN,Asia,Japan,18926,194,125.571,977,1,0.857,150.146,0.996,7.751,0.008,0.007
AUS,Oceania,Australia,2020-07-03,7.523,1.983,7.36,250,8260,194,94.143,104,0,0,320.301,3.651,4.033,0,0,GBR,Europe,United Kingdom,284844,502,371.571,40628,49,47.429,4176.163,7.36,5.448,595.656,0.718,0.695,JPN,Asia,Japan,19176,250,146.286,977,0,0.857,152.129,1.161,7.751,0,0.007
AUS,Oceania,Australia,2020-07-04,7.096,2.174,9.149,274,8443,183,108.143,104,0,0,327.398,4.193,4.033,0,0,GBR,Europe,United Kingdom,285468,624,370.286,40660,32,46.286,4185.311,9.149,5.429,596.126,0.469,0.679,JPN,Asia,Japan,19450,274,172.286,977,0,0.714,154.303,1.367,7.751,0,0.006
AUS,Oceania,Australia,2020-07-05,5.429,1.65,7.565,208,8583,140,117,106,2,0.286,332.826,4.537,4.11,0.078,0.011,GBR,Europe,United Kingdom,285984,516,387.571,40679,19,44.571,4192.876,7.565,5.682,596.404,0.279,0.653,JPN,Asia,Japan,19658,208,185.857,977,0,0.714,155.953,1.474,7.751,0,0.006
AUS,Oceania,Australia,2020-07-06,6.67,1.396,5.161,176,8755,172,131.571,106,0,0.286,339.496,5.102,4.11,0,0.011,GBR,Europe,United Kingdom,286336,352,351.571,40690,11,43.143,4198.037,5.161,5.154,596.565,0.161,0.633,JPN,Asia,Japan,19834,176,195.286,978,1,0.571,157.349,1.549,7.759,0.008,0.005
AUS,Oceania,Australia,2020-07-07,5.08,1.65,8.518,208,8886,131,138,106,0,0.286,344.576,5.351,4.11,0,0.011,GBR,Europe,United Kingdom,286917,581,377,40744,54,43.286,4206.555,8.518,5.527,597.357,0.792,0.635,JPN,Asia,Japan,20042,208,205.286,980,2,0.857,158.999,1.629,7.775,0.016,0.007
AUS,Oceania,Australia,2020-07-08,6.592,1.642,9.31,207,9056,170,150.714,106,0,0.286,351.168,5.844,4.11,0,0.011,GBR,Europe,United Kingdom,287552,635,459.143,40801,57,37.571,4215.865,9.31,6.732,598.193,0.836,0.551,JPN,Asia,Japan,20249,207,216.714,982,2,0.857,160.642,1.719,7.791,0.016,0.007
AUS,Oceania,Australia,2020-07-09,12.331,2.816,9.413,355,9374,318,186.857,106,0,0.286,363.499,7.246,4.11,0,0.011,GBR,Europe,United Kingdom,288194,642,550.286,40832,31,36.143,4225.278,9.413,8.068,598.647,0.454,0.53,JPN,Asia,Japan,20604,355,239.714,982,0,0.714,163.458,1.902,7.791,0,0.006
AUS,Oceania,Australia,2020-07-10,6.941,3.411,7.507,430,9553,179,184.714,107,1,0.429,370.441,7.163,4.149,0.039,0.017,GBR,Europe,United Kingdom,288706,512,551.714,40866,34,34,4232.784,7.507,8.089,599.146,0.498,0.498,JPN,Asia,Japan,21034,430,265.429,982,0,0.714,166.869,2.106,7.791,0,0.006
AUS,Oceania,Australia,2020-07-11,9.462,3.062,12.022,386,9797,244,193.429,108,1,0.571,379.902,7.501,4.188,0.039,0.022,GBR,Europe,United Kingdom,289526,820,579.714,40883,17,31.857,4244.806,12.022,8.499,599.395,0.249,0.467,JPN,Asia,Japan,21420,386,281.429,983,1,0.857,169.931,2.233,7.798,0.008,0.007
AUS,Oceania,Australia,2020-07-12,7.096,3.229,9.53,407,9980,183,199.571,108,0,0.286,386.998,7.739,4.188,0,0.011,GBR,Europe,United Kingdom,290176,650,598.857,40892,9,30.429,4254.336,9.53,8.78,599.527,0.132,0.446,JPN,Asia,Japan,21827,407,309.857,983,0,0.857,173.16,2.458,7.798,0,0.007
AUS,Oceania,Australia,2020-07-13,10.509,2.055,7.77,259,10251,271,213.714,108,0,0.286,397.507,8.287,4.188,0,0.011,GBR,Europe,United Kingdom,290706,530,624.286,40902,10,30.286,4262.107,7.77,9.153,599.674,0.147,0.444,JPN,Asia,Japan,22086,259,321.714,984,1,0.857,175.215,2.552,7.806,0.008,0.007
AUS,Oceania,Australia,2020-07-14,9.151,2.642,18.239,333,10487,236,228.714,111,3,0.714,406.659,8.869,4.304,0.116,0.028,GBR,Europe,United Kingdom,291950,1244,719,40946,44,28.857,4280.345,18.239,10.541,600.319,0.645,0.423,JPN,Asia,Japan,22419,333,339.571,984,0,0.571,177.857,2.694,7.806,0,0.005
AUS,Oceania,Australia,2020-07-15,12.525,3.57,7.888,450,10810,323,250.571,113,2,1,419.184,9.717,4.382,0.078,0.039,GBR,Europe,United Kingdom,292488,538,705.143,40972,26,24.429,4288.233,7.888,10.338,600.7,0.381,0.358,JPN,Asia,Japan,22869,450,374.286,985,1,0.429,181.427,2.969,7.814,0.008,0.003
AUS,Oceania,Australia,2020-07-16,16.403,4.95,9.398,624,11233,423,265.571,116,3,1.429,435.587,10.298,4.498,0.116,0.055,GBR,Europe,United Kingdom,293129,641,705,40996,24,23.429,4297.631,9.398,10.336,601.052,0.352,0.343,JPN,Asia,Japan,23493,624,412.714,985,0,0.429,186.377,3.274,7.814,0,0.003
AUS,Oceania,Australia,2020-07-17,8.066,4.736,10.072,597,11441,208,269.714,118,2,1.571,443.652,10.459,4.576,0.078,0.061,GBR,Europe,United Kingdom,293816,687,730,41022,26,22.286,4307.703,10.072,10.703,601.433,0.381,0.327,JPN,Asia,Japan,24090,597,436.571,985,0,0.429,191.113,3.463,7.814,0,0.003
AUS,Oceania,Australia,2020-07-18,13.999,5.244,12.154,661,11802,361,286.429,122,4,2,457.651,11.107,4.731,0.155,0.078,GBR,Europe,United Kingdom,294645,829,731.286,41031,9,21.143,4319.857,12.154,10.722,601.565,0.132,0.31,JPN,Asia,Japan,24751,661,475.857,986,1,0.429,196.357,3.775,7.822,0.008,0.003
AUS,Oceania,Australia,2020-07-19,10.354,4.054,10.644,511,12069,267,298.429,123,1,2.143,468.004,11.572,4.77,0.039,0.083,GBR,Europe,United Kingdom,295371,726,742.143,41042,11,21.429,4330.501,10.644,10.881,601.726,0.161,0.314,JPN,Asia,Japan,25262,511,490.714,986,0,0.429,200.411,3.893,7.822,0,0.003
AUS,Oceania,Australia,2020-07-20,13.921,3.316,8.504,418,12428,359,311,126,3,2.571,481.926,12.06,4.886,0.116,0.1,GBR,Europe,United Kingdom,295951,580,749.286,41052,10,21.429,4339.005,8.504,10.985,601.873,0.147,0.314,JPN,Asia,Japan,25680,418,513.429,988,2,0.571,203.727,4.073,7.838,0.016,0.005
AUS,Oceania,Australia,2020-07-21,18.07,5.014,6.524,632,12894,466,343.857,128,2,2.429,499.996,13.334,4.964,0.078,0.094,GBR,Europe,United Kingdom,296396,445,635.143,41077,25,18.714,4345.529,6.524,9.312,602.239,0.367,0.274,JPN,Asia,Japan,26312,632,556.143,989,1,0.714,208.741,4.412,7.846,0.008,0.006
AUS,Oceania,Australia,2020-07-22,15.821,6.307,8.21,795,13302,408,356,133,5,2.857,515.817,13.805,5.157,0.194,0.111,GBR,Europe,United Kingdom,296956,560,638.286,41094,17,17.429,4353.739,8.21,9.358,602.488,0.249,0.256,JPN,Asia,Japan,27107,795,605.429,990,1,0.714,215.048,4.803,7.854,0.008,0.006
AUS,Oceania,Australia,2020-07-23,11.362,7.783,11.274,981,13595,293,337.429,139,6,3.286,527.179,13.085,5.39,0.233,0.127,GBR,Europe,United Kingdom,297725,769,656.571,41103,9,15.286,4365.014,11.274,9.626,602.62,0.132,0.224,JPN,Asia,Japan,28088,981,656.429,992,2,1,222.831,5.208,7.87,0.016,0.008
AUS,Oceania,Australia,2020-07-24,13.766,6.18,11.26,779,13950,355,358.429,145,6,3.857,540.945,13.899,5.623,0.233,0.15,GBR,Europe,United Kingdom,298493,768,668.143,41135,32,16.143,4376.274,11.26,9.796,603.09,0.469,0.237,JPN,Asia,Japan,28867,779,682.429,995,3,1.429,229.011,5.414,7.894,0.024,0.011
AUS,Oceania,Australia,2020-07-25,17.566,6.355,11.245,801,14403,453,371.571,155,10,4.714,558.511,14.409,6.01,0.388,0.183,GBR,Europe,United Kingdom,299260,767,659.286,41150,15,17,4387.519,11.245,9.666,603.31,0.22,0.249,JPN,Asia,Japan,29668,801,702.429,998,3,1.714,235.365,5.573,7.917,0.024,0.014
AUS,Oceania,Australia,2020-07-26,20.63,6.656,10.937,839,14935,532,409.429,161,6,5.429,579.14,15.877,6.243,0.233,0.211,GBR,Europe,United Kingdom,300006,746,662.143,41158,8,16.571,4398.456,10.937,9.708,603.427,0.117,0.243,JPN,Asia,Japan,30507,839,749.286,998,0,1.714,242.021,5.944,7.917,0,0.014
AUS,Oceania,Australia,2020-07-27,14.27,4.76,10.043,600,15303,368,410.714,167,6,5.857,593.411,15.926,6.476,0.233,0.227,GBR,Europe,United Kingdom,300691,685,677.143,41161,3,15.571,4408.499,10.043,9.928,603.471,0.044,0.228,JPN,Asia,Japan,31107,600,775.286,999,1,1.571,246.781,6.151,7.925,0.008,0.012
AUS,Oceania,Australia,2020-07-28,10.819,7.814,8.02,985,15582,279,384,176,9,6.857,604.229,14.891,6.825,0.349,0.266,GBR,Europe,United Kingdom,301238,547,691.714,41182,21,15,4416.519,8.02,10.141,603.779,0.308,0.22,JPN,Asia,Japan,32092,985,825.714,1002,3,1.857,254.596,6.551,7.949,0.024,0.015
AUS,Oceania,Australia,2020-07-29,27.765,10.075,11.714,1270,16298,716,428,189,13,8,631.994,16.597,7.329,0.504,0.31,GBR,Europe,United Kingdom,302037,799,725.857,41216,34,17.429,4428.233,11.714,10.642,604.277,0.498,0.256,JPN,Asia,Japan,33362,1270,893.571,1006,4,2.286,264.671,7.089,7.981,0.032,0.018
AUS,Oceania,Australia,2020-07-30,23.46,10.377,12.418,1308,16903,605,472.571,196,7,8.143,655.454,18.325,7.6,0.271,0.316,GBR,Europe,United Kingdom,302884,847,737,41216,0,16.143,4440.651,12.418,10.805,604.277,0,0.237,JPN,Asia,Japan,34670,1308,940.286,1007,1,2.143,275.048,7.46,7.989,0.008,0.017
AUS,Oceania,Australia,2020-07-31,14.619,12.582,12.902,1586,17280,377,475.714,201,5,8,670.073,18.447,7.794,0.194,0.31,GBR,Europe,United Kingdom,303764,880,753,41236,20,14.429,4453.553,12.902,11.04,604.57,0.293,0.212,JPN,Asia,Japan,36256,1586,1055.571,1013,6,2.571,287.63,8.374,8.036,0.048,0.02
AUS,Oceania,Australia,2020-08-01,23.848,12.17,11.157,1534,17895,615,498.857,208,7,7.571,693.922,19.344,8.066,0.271,0.294,GBR,Europe,United Kingdom,304525,761,752.143,41249,13,14.143,4464.71,11.157,11.027,604.761,0.191,0.207,JPN,Asia,Japan,37790,1534,1160.286,1013,0,2.143,299.8,9.205,8.036,0,0.017
AUS,Oceania,Australia,2020-08-02,16.403,10.559,10.893,1331,18318,423,483.286,221,13,8.571,710.324,18.741,8.57,0.504,0.332,GBR,Europe,United Kingdom,305268,743,751.714,41254,5,13.714,4475.604,10.893,11.021,604.834,0.073,0.201,JPN,Asia,Japan,39121,1331,1230.571,1013,0,2.143,310.359,9.763,8.036,0,0.017
AUS,Oceania,Australia,2020-08-03,15.976,7.656,13.767,965,18730,412,489.571,232,11,9.286,726.301,18.984,8.996,0.427,0.36,GBR,Europe,United Kingdom,306207,939,788,41255,1,13.429,4489.37,13.767,11.553,604.849,0.015,0.197,JPN,Asia,Japan,40086,965,1282.714,1018,5,2.714,318.015,10.176,8.076,0.04,0.022
AUS,Oceania,Australia,2020-08-04,27.726,9.885,9.823,1246,19445,715,551.857,247,15,10.143,754.027,21.4,9.578,0.582,0.393,GBR,Europe,United Kingdom,306877,670,805.571,41273,18,13,4499.193,9.823,11.811,605.113,0.264,0.191,JPN,Asia,Japan,41332,1246,1320,1023,5,3,327.9,10.472,8.116,0.04,0.024
AUS,Oceania,Australia,2020-08-05,17.256,10.75,13.107,1355,19890,445,513.143,255,8,9.429,771.282,19.898,9.888,0.31,0.366,GBR,Europe,United Kingdom,307771,894,819.143,41287,14,10.143,4512.301,13.107,12.01,605.318,0.205,0.149,JPN,Asia,Japan,42687,1355,1332.143,1030,7,3.429,338.649,10.568,8.171,0.056,0.027
AUS,Oceania,Australia,2020-08-06,14.813,11.781,13.928,1485,20272,382,481.286,266,11,10,786.095,18.663,10.315,0.427,0.388,GBR,Europe,United Kingdom,308721,950,833.857,41305,18,12.714,4526.229,13.928,12.225,605.582,0.264,0.186,JPN,Asia,Japan,44172,1485,1357.429,1036,6,4.143,350.43,10.769,8.219,0.048,0.033
AUS,Oceania,Australia,2020-08-07,16.519,12.733,12.785,1605,20698,426,488.286,278,12,11,802.615,18.934,10.78,0.465,0.427,GBR,Europe,United Kingdom,309593,872,832.714,41317,12,11.571,4539.013,12.785,12.209,605.758,0.176,0.17,JPN,Asia,Japan,45777,1605,1360.143,1043,7,4.286,363.163,10.79,8.274,0.056,0.034
AUS,Oceania,Australia,2020-08-08,14.968,12.463,11.128,1571,21084,386,455.571,295,17,12.429,817.583,17.666,11.439,0.659,0.482,GBR,Europe,United Kingdom,310352,759,832.429,41320,3,10.143,4550.141,11.128,12.204,605.802,0.044,0.149,JPN,Asia,Japan,47348,1571,1365.429,1044,1,4.429,375.626,10.832,8.282,0.008,0.035
AUS,Oceania,Australia,2020-08-09,12.137,11.432,15.57,1441,21397,313,439.857,313,18,13.143,829.72,17.057,12.137,0.698,0.51,GBR,Europe,United Kingdom,311414,1062,878,41325,5,10.143,4565.711,15.57,12.873,605.875,0.073,0.149,JPN,Asia,Japan,48789,1441,1381.143,1049,5,5.143,387.058,10.957,8.322,0.04,0.041
AUS,Oceania,Australia,2020-08-10,12.254,6.648,11.993,838,21713,316,426.143,331,18,14.143,841.974,16.525,12.835,0.698,0.548,GBR,Europe,United Kingdom,312232,818,860.714,41343,18,12.571,4577.704,11.993,12.619,606.139,0.264,0.184,JPN,Asia,Japan,49627,838,1363,1054,5,5.143,393.706,10.813,8.362,0.04,0.041
AUS,Oceania,Australia,2020-08-11,16.054,5.53,16.831,697,22127,414,383.143,352,21,15,858.028,14.857,13.65,0.814,0.582,GBR,Europe,United Kingdom,313380,1148,929,41356,13,11.857,4594.535,16.831,13.62,606.33,0.191,0.174,JPN,Asia,Japan,50324,697,1284.571,1061,7,5.429,399.236,10.191,8.417,0.056,0.043
AUS,Oceania,Australia,2020-08-12,8.958,7.767,14.793,979,22358,231,352.571,361,9,15.143,866.985,13.672,13.999,0.349,0.587,GBR,Europe,United Kingdom,314389,1009,945.429,41376,20,12.714,4609.329,14.793,13.861,606.623,0.293,0.186,JPN,Asia,Japan,51303,979,1230.857,1066,5,5.143,407.003,9.765,8.457,0.04,0.041
